predicted,Actual
-7.117090528475883e-16,0.0
-8.074566597138318e-16,
-5.366521635198384e-16,
2.1956415993032465e-16,
2.6232773421934175e-15,
-2.798897503220453e-16,
-7.778885201678783e-16,
-1.0001223819613407e-15,
3.121449892040912e-15,
3.1397541722468445e-16,
2.7586414394807236e-15,
4.459604264159657e-16,0.0
-7.053194365516076e-16,0.0
2.726955091356111e-16,
-1.4588634536755779e-15,
6.860595417392072e-16,
9.020501115896672e-16,
3.599421346394445e-16,0.0
-2.2566216218237996e-16,
5.678012849823919e-16,
1.2701735496654355e-15,
0.9999999999999978,
7.367548148594312e-16,
1.504846473879348e-16,
-1.5788678463476627e-15,
1.472121179334639e-15,0.0
1.8762708757077698e-17,
-1.5660550567113708e-15,0.0
1.5441319768766146e-15,0.0
0.999999999999996,0.0
4.6878606855733815e-15,
-7.4314112984869675e-16,
1.6710756436344781e-15,
-5.027675956392871e-16,
2.9155498323873123e-16,
1.211388084202986e-15,
4.980225950405874e-16,1.0
0.9999999999999943,1.0
3.0597606163871517e-16,
-8.477389354893951e-16,1.0
4.416363610346602e-16,
8.61698676059086e-16,
-5.359915446690318e-16,
0.9999999999999996,
-1.192133986715188e-16,
1.933878365888872e-15,
3.23004123249617e-16,0.0
1.0000000000000067,0.0
-1.6080484180897895e-15,0.0
0.9999999999999991,0.0
5.342571910614958e-16,
1.0000000000000095,
6.438482832539675e-16,
0.999999999999998,
7.043999649112746e-15,
0.9999999999999971,
-1.443518816932669e-15,0.0
-1.1885199461767164e-15,
-1.28903106343853e-15,
0.9999999999999991,
6.301071673100545e-16,
-3.4343737008518554e-17,0.0
1.5112956326719507e-17,
1.3990355274120597e-15,
-5.935115179447272e-16,
0.9999999999999984,
-6.360138915347793e-16,
2.212274541821953e-16,0.0
0.9999999999999973,
1.0000000000000069,1.0
-1.065174711187843e-15,
1.438295968445987e-15,
-7.236120832674875e-17,
0.9999999999999993,
-8.553247562112129e-16,
-5.914181283341648e-17,
-2.387070740796565e-16,0.0
-9.480236740488042e-16,0.0
7.1767406321259e-16,
0.9999999999999953,0.0
6.130315711105396e-16,1.0
-1.4200985033460247e-15,
1.0000000000000002,
-3.583601169288625e-16,0.0
-2.048623864735404e-16,1.0
0.9999999999999976,
4.0885052067315417e-16,
0.9999999999999998,
-1.1302489653604463e-15,
-1.4510427581759866e-15,
-8.808547423860763e-16,
-3.563301854749763e-17,
1.0000000000000078,
9.630302012594663e-16,
0.9999999999999989,
0.9999999999999982,
2.775168632025035e-16,
-6.0013885433781885e-16,1.0
-2.2236420356195374e-15,
-6.834957607088989e-16,0.0
1.7110529807668512e-17,0.0
-5.291012386403663e-16,
-1.3025452474985299e-15,
5.436928417385779e-17,
0.9999999999999989,1.0
1.1145961623992655e-16,0.0
-6.05148656574251e-16,
-1.1094593886618724e-15,
-4.681130633865687e-16,
-2.7820121742417375e-16,
-1.1617995529478594e-15,1.0
-6.719673871392253e-16,
4.0676174476576827e-16,0.0
-1.1489628068803296e-15,
0.9999999999999989,
3.942453403154431e-16,
3.26143615378921e-16,
-3.6503470623511585e-17,1.0
-5.613173923354613e-16,
0.9999999999999973,
2.378058110385683e-16,
1.000000000000001,
0.9999999999999989,0.0
-1.3861280690149358e-16,
-4.240141443938468e-16,0.0
2.3137920716837973e-15,1.0
-1.354597887681559e-16,
-7.328475945388876e-16,
-1.4893708978367235e-15,
-1.3757691374258495e-15,
-6.618365323984665e-16,
0.9999999999999958,
-1.2436553446154506e-15,
-3.421913415436579e-16,
0.999999999999998,1.0
0.9999999999999989,
4.225674668157753e-17,
1.378994013448567e-15,1.0
6.826776112893623e-16,0.0
-3.488331374944279e-16,
-3.816459180692907e-17,
-9.57670107308482e-17,0.0
-7.255790505389825e-17,
1.0000000000000024,
0.9999999999999989,0.0
-1.3287710053123182e-15,0.0
-5.29093030813454e-16,
4.555886095024011e-15,0.0
2.948498991416996e-15,0.0
-3.473689702796892e-17,0.0
3.281024717493238e-16,1.0
7.11886364026812e-16,
8.103157668827926e-17,
6.891526982427603e-16,
0.9999999999999993,
0.9999999999999987,
-2.3327349195677747e-16,
-3.697623288147194e-16,
1.0824781967440663e-15,
1.0,
0.9999999999999969,
0.9999999999999984,
-7.054388463607228e-17,
1.6211506080533467e-15,0.0
2.1417515089268047e-16,
1.0000000000000064,0.0
-3.4356251749036993e-16,0.0
-9.180416201856678e-16,
-5.198504007033404e-16,
1.0000000000000016,
-6.086334612204672e-16,
-9.738756540923563e-16,
-1.477046006965748e-16,
-2.2077479009435542e-16,0.0
-7.417088476994357e-16,
-2.0909502630983894e-15,
6.445826729591461e-16,
7.119245300774274e-16,
-1.7164134676407158e-16,
1.1377009559095844e-15,0.0
-3.77718685474359e-16,
7.150315295841731e-16,
-1.0114702969569034e-15,0.0
1.0000000000000004,
0.9999999999999984,
1.5739174029521193e-16,
-8.172389894543749e-16,
9.34951614360543e-15,
1.0,
0.999999999999996,0.0
0.9999999999999989,
-8.708277918290351e-17,
1.2086587961696248e-15,0.0
0.999999999999998,
7.808518186262971e-17,
0.9999999999999971,
0.9999999999999982,
1.721517120660817e-15,
5.269654846995173e-16,
-7.189889990193162e-16,
-6.344559883179336e-16,0.0
-1.1726794296715357e-16,1.0
1.3621255957676144e-15,1.0
-7.564633311727244e-16,
7.784594275729164e-15,
2.1516819865974606e-16,1.0
-1.4036465138810376e-15,
6.249569358652822e-17,
-4.811977984606614e-16,
-6.060317539909276e-16,0.0
8.068166722555866e-16,
2.705340279443793e-16,
6.743845572966191e-16,
-1.1784397408228217e-15,
0.9999999999999971,
7.125769982687572e-17,
6.889150727257411e-16,1.0
0.999999999999998,0.0
1.748419430603377e-16,
0.9999999999999989,
1.1053828598267584e-15,
-3.641507525666884e-16,
1.0000000000000056,
-6.905646642745807e-16,
8.894463287384428e-16,
7.659382558180522e-16,
8.704532990319217e-16,
-5.443691704902013e-16,0.0
2.227255577813917e-15,
1.6617682576355075e-15,
4.194958931762045e-15,
-2.3389076814347285e-16,
-2.344888938793413e-15,0.0
-8.763676004586139e-16,
-2.5653869066161376e-15,0.0
-1.139762972772139e-15,
8.352526749357242e-16,
-3.5067144206078825e-16,0.0
0.999999999999998,
8.137034660864831e-15,
1.0000000000000058,0.0
0.9999999999999978,
-7.221995532116695e-16,0.0
9.790708123310558e-16,
1.000000000000001,
7.107434706000127e-16,
1.0000000000000067,
0.9999999999999998,
4.54070162891e-16,
-4.0640977190863266e-16,0.0
0.9999999999999993,
7.935125554798279e-17,0.0
-5.089499686396493e-16,
1.1875164743491738e-15,0.0
1.6603979677232105e-16,
8.694407481730234e-16,
5.491709538159348e-16,
-1.4930973702597287e-15,
4.4021190149077885e-16,
-1.6045189772707808e-16,
0.9999999999999969,0.0
-4.409601536667698e-16,
-8.963414393879666e-16,
5.358769526056613e-16,1.0
0.9999999999999984,0.0
-2.059396203497991e-15,0.0
-9.948347662448237e-16,0.0
5.48840491090162e-19,
0.9999999999999958,
9.372863016646044e-16,
-4.460423123179684e-16,
0.9999999999999982,0.0
1.0,0.0
2.939936098704501e-17,0.0
4.892339267269052e-16,
4.798441122943029e-16,
-8.200799690250481e-16,0.0
6.87488745511218e-16,0.0
-4.164051035910188e-16,
4.054624761154387e-17,
0.9999999999999987,
-3.451346435175924e-16,
2.162066745464605e-15,
4.6816874974720505e-15,0.0
0.9999999999999993,0.0
0.9999999999999964,
1.174942471216316e-15,0.0
1.6838437124873395e-15,
1.0,1.0
-3.4923893503105383e-16,
9.019601519113912e-17,
8.373426445228376e-16,
4.849774437155592e-16,
1.3066724040954573e-15,
9.463989306345368e-16,0.0
-2.0421523395995594e-15,
1.1888712435390198e-15,
-2.762135175430982e-16,0.0
-6.600613985773285e-16,
1.0000000000000002,
5.149647936810892e-16,
-7.837447347208974e-17,1.0
2.2416739175185766e-16,
1.6338131983304593e-15,
-1.9712434411181e-16,
1.0000000000000002,
2.2234417999901362e-15,0.0
0.9999999999999978,
-4.457553508835672e-16,
1.0000000000000064,
1.0000000000000089,
5.546760756394546e-15,1.0
1.9811067689768223e-15,
-2.8856496780488645e-16,
-5.652556904514683e-16,
1.373742547893648e-16,
9.940301343556493e-15,
6.909916077950513e-16,0.0
0.9999999999999987,
-1.890313176488813e-15,
1.600479429447565e-16,
2.1101664371903961e-16,
2.3868423221463015e-16,
0.999999999999998,
-8.709293202453857e-16,
-4.888541258449553e-16,
-7.269813813366329e-16,0.0
-7.457777303204034e-16,
6.418395931172638e-16,
1.000000000000007,
-2.2579050642556405e-15,
1.2825353732451732e-16,1.0
-1.2801186446496742e-15,0.0
0.9999999999999978,0.0
9.723879531490866e-16,
3.3601527712475144e-16,
-8.12342546887941e-16,
0.9999999999999976,
-1.0443668207740802e-15,
-1.1577726578813304e-15,0.0
1.6491274921070417e-15,
4.0733098588946993e-16,
9.653048243067838e-17,
0.9999999999999987,0.0
7.707982955510037e-16,
1.130487145679605e-15,
3.6254742595989937e-16,
-1.4509514887359263e-16,1.0
-1.1337426826950388e-15,
1.548398110987866e-15,1.0
-1.043399339654137e-15,0.0
1.2420927663124428e-16,
6.643805580340567e-16,0.0
5.117918861835699e-16,
-2.4707786233938245e-16,
9.256787585225194e-16,
1.0000000000000016,
-1.5159970318016237e-15,0.0
1.1638805444576836e-15,0.0
5.228919562518029e-16,
1.000000000000009,
4.48723305292393e-16,
0.9999999999999962,
-1.2225098831688513e-15,
2.888581029562415e-15,
1.2110861951605218e-15,
9.080038588273794e-16,
-2.1664485022230516e-17,
-3.6491206388291643e-16,
-2.4865877784226766e-15,
-4.337413245675831e-16,
-2.6474222670615155e-16,
-8.66090790009698e-16,
-3.9325726151294066e-16,
1.109154280706688e-15,
2.385380958970407e-15,
-3.9378631209611023e-16,0.0
0.9999999999999998,0.0
-6.43910059103973e-16,1.0
0.9999999999999991,
3.5400551076725364e-17,0.0
0.9999999999999993,
-3.9716199701884096e-16,
0.9999999999999996,0.0
1.0000000000000002,
0.9999999999999991,0.0
1.7306257339281813e-15,
5.408610631797734e-16,
-1.3297080718570772e-15,
1.1948375811257755e-15,
9.382751743144988e-16,0.0
1.6469059269548783e-16,0.0
-1.5667708052314726e-15,0.0
-1.498031903597584e-15,
-1.0682978483638496e-16,
-8.962566148498876e-16,0.0
-9.195234976793343e-16,
-1.3074114394197701e-15,
-4.318454837533727e-16,
-1.1372225798120412e-15,0.0
1.5186733940743507e-15,0.0
-7.155157272205017e-16,1.0
7.16955811329889e-16,
1.1009635319334537e-15,
5.687554665150289e-16,0.0
0.9999999999999987,
1.0412320984626594e-15,
2.0279137836715026e-16,
-9.039570445624594e-16,
1.0943754793378044e-15,
1.2954588006559128e-16,
-1.4600796654510161e-15,
-1.3457017344927118e-15,0.0
0.9999999999999962,
1.170301164972777e-15,
-1.3081326071611694e-15,
0.9999999999999989,0.0
7.091503702235466e-16,
-2.2490324131556477e-17,
1.0000000000000009,
-5.65620515943027e-16,
1.000000000000001,
-5.180264947578648e-16,
-9.94248802841186e-16,
-1.7111461926437116e-15,
1.0000000000000004,
1.0,
0.9999999999999956,
9.63245432701885e-16,
0.9999999999999998,0.0
-2.4923059898016713e-16,
7.013695474591657e-16,
-6.679986491270963e-17,1.0
0.9999999999999982,
4.306539607762124e-16,0.0
-8.034910346909627e-18,0.0
1.8539599883640704e-15,
-3.114475434709805e-16,
6.140538447955256e-18,1.0
-1.4835569549637544e-15,
-1.027098472916838e-15,
7.241098945040334e-15,0.0
-1.0383020238248528e-16,
2.7233894747290148e-15,1.0
-4.266447940526965e-17,
1.260493706785228e-16,
0.999999999999996,1.0
1.4839030937150132e-15,
-1.1516075446482416e-15,
-7.884585295867233e-16,0.0
0.9999999999999987,0.0
-1.0449986058479814e-15,0.0
5.421302514379845e-16,
-6.042863970501683e-16,0.0
-7.497495822570992e-16,
1.80904198359502e-15,
-1.1489371507186829e-15,0.0
1.0848456847269644e-15,
-1.0790229285362609e-15,
6.719551466957875e-16,
-3.102728859838252e-16,1.0
-9.862091723211633e-16,
4.473381463863065e-16,
0.9999999999999982,0.0
-9.709155977626315e-17,
0.9999999999999973,
3.0504339969088653e-16,1.0
-3.009769038551516e-16,
0.9999999999999969,
-7.704870559553178e-17,
-1.2726262808269008e-16,
1.0497032716155657e-15,
0.9999999999999989,
0.9999999999999998,
-1.0654060637986161e-15,0.0
-3.134631499762131e-16,
0.999999999999998,
-5.62333340525734e-16,
1.0000000000000004,
1.560659856901328e-15,
6.406465811085717e-16,
7.90124575487244e-15,1.0
-1.47238404237267e-15,
-2.3090635270783636e-18,0.0
9.14623553059601e-16,
0.9999999999999984,
8.011894144426493e-16,0.0
-3.878161737392551e-16,1.0
1.0958779210117152e-15,
1.2416743078976758e-16,1.0
0.9999999999999982,
5.908833828621239e-16,0.0
-7.500477398361024e-16,
-1.6476728302587674e-15,
-2.276933541898167e-16,
1.1646708854296151e-15,
-1.029943675453945e-15,
3.970936693997246e-16,0.0
-6.231413813423871e-16,
5.3388299544298106e-17,
-5.79055432617575e-16,
-1.5841742169350532e-15,
0.9999999999999993,
0.9999999999999978,0.0
1.1253910037652983e-15,
-1.3543213533076745e-15,0.0
0.9999999999999991,
0.999999999999996,
-1.560744082501434e-17,0.0
1.0000000000000069,
0.9999999999999987,0.0
2.763273918694741e-17,0.0
0.9999999999999998,
4.656580911678613e-16,
-6.514860494586069e-16,
-4.480685386953105e-16,0.0
0.9999999999999998,
-7.619642520655284e-16,0.0
-8.918771582277107e-16,0.0
1.0000000000000084,
1.0000000000000075,0.0
0.9999999999999982,
1.000000000000009,
7.248755714153412e-16,0.0
4.929373758867342e-16,1.0
-2.4079031296824265e-16,
9.96218794666071e-16,
-1.3196757703608527e-15,
-4.545413893928676e-16,0.0
-8.666961921742351e-16,
-1.7293623884860696e-15,
-1.207565532144649e-15,0.0
0.9999999999999989,1.0
-2.8043324800107213e-15,
-8.037412107444296e-16,
-7.21077388946974e-16,0.0
-1.3258568467570973e-15,1.0
6.362813159665076e-16,
-3.4396252935367335e-16,0.0
0.9999999999999953,
-1.5571803909001082e-15,
0.9999999999999978,1.0
0.9999999999999991,0.0
0.999999999999996,
-1.4048625853655322e-15,
4.928195890837263e-16,
3.625214813035224e-16,
3.775331224050743e-17,
2.6922419619874587e-15,
5.667831573337538e-16,
-3.2856051971507277e-16,
1.0000000000000049,0.0
5.23357279976131e-16,
-1.9674686600939875e-15,
-1.3685503207022559e-15,1.0
-1.5462278195653324e-16,1.0
-3.269146499490652e-16,
1.0000000000000007,1.0
6.68234538080526e-15,
0.9999999999999989,
1.3517143092793456e-15,
1.7677871333123654e-15,
9.93892932304883e-16,0.0
8.9351008176603e-15,
0.9999999999999989,
-9.63077029117583e-16,
1.1017221536843785e-15,0.0
-7.819053267053668e-16,0.0
1.194641581894661e-14,
-3.93970436452066e-16,0.0
0.9999999999999982,
-1.4876456813780355e-16,
-8.709927443321179e-16,
-9.233203947093684e-16,
9.57519290902736e-16,
-5.451782144472935e-16,
4.383751079681601e-16,
-3.574567469280501e-16,
-1.6123531118225327e-15,
1.0801717544492308e-15,
8.170096623998209e-16,1.0
2.3312486707200237e-17,0.0
0.9999999999999987,
-2.074944000437777e-15,
6.410628294351832e-16,0.0
0.999999999999998,
2.9336213997973174e-15,0.0
1.584897233436327e-16,
0.9999999999999971,0.0
-1.9591804104879905e-16,
-4.768139245402519e-16,0.0
1.7793464355418684e-16,
1.0000000000000004,0.0
-4.46639295784709e-16,
-3.3352436625687704e-17,
0.9999999999999991,0.0
3.417813364640686e-16,
5.767131342589804e-16,
0.9999999999999996,
-1.7805131252981086e-15,
2.4736504288307466e-15,
0.9999999999999982,
-4.964891096738325e-16,
-2.8330251530229547e-16,0.0
2.5090220253123593e-16,
8.477721733299787e-16,
1.5617528077799893e-15,
-1.21858956241329e-15,
-5.884450444749961e-16,0.0
0.9999999999999987,
0.9999999999999993,0.0
1.6768150638377764e-15,
-4.459625393529299e-16,0.0
0.9999999999999964,
1.6004421433121256e-16,
-2.0808064128396175e-16,
-5.559382674285789e-17,
-1.8445169282958143e-15,
-1.0284120676232285e-16,0.0
-4.939122872528461e-16,1.0
-9.307885730577717e-16,0.0
3.1502002602786317e-15,
1.5776752153140606e-16,
-1.7701184656787232e-15,
-1.4682020669824975e-16,
1.0000000000000004,0.0
5.389662355841318e-16,0.0
0.9999999999999991,
1.2744429666144525e-15,
0.9999999999999982,1.0
1.6135900058023586e-15,0.0
3.432815420077457e-16,0.0
-8.723570408038086e-16,1.0
2.4479483843372947e-15,
-2.0952172295345656e-16,
-5.807176901785966e-16,0.0
-1.0093021055419333e-15,0.0
0.9999999999999998,
-6.926893366809521e-16,1.0
0.9999999999999991,
-7.772347202789224e-16,
3.6459813664727724e-16,
-3.1691825754195197e-17,
6.348889680927471e-16,
4.0071386137079517e-16,0.0
-1.0584909346946006e-16,0.0
2.5458525961532473e-16,0.0
0.9999999999999964,0.0
-1.1387789409117837e-16,
0.9999999999999993,
3.4599330564956e-16,
1.7380851290667711e-15,
0.9999999999999964,1.0
1.9949595058315892e-15,
9.447867934502487e-16,
0.9999999999999989,0.0
-1.892173699213569e-16,
-2.908563056773152e-16,0.0
0.999999999999998,0.0
0.9999999999999984,
-8.899959784395138e-17,
1.0000000000000124,
5.168768225304619e-16,
5.918470233751628e-16,
6.018240456672983e-16,0.0
-1.8446515910217944e-15,
-1.3924273965397844e-15,
0.9999999999999998,
2.21196233448737e-16,
0.999999999999998,
1.0,0.0
0.9999999999999996,0.0
1.947908215188809e-15,
1.000000000000001,0.0
0.9999999999999745,
-3.9949892168267313e-16,
2.5265627759878346e-16,0.0
2.3727411353810133e-15,
-1.4332316384711165e-15,0.0
2.9751887458511e-16,
0.999999999999998,
7.678358761542552e-16,
-2.7059934091158106e-16,
0.9999999999999993,
5.354780059126712e-16,
0.9999999999999987,0.0
-9.436345037080011e-16,
-7.521370801145964e-16,
0.9999999999999976,0.0
1.941192955456404e-15,1.0
1.0000000000000002,
-9.551407382688509e-16,
-6.63016430251287e-16,0.0
1.638641965433265e-15,
3.4234584829527286e-16,
-2.6799863645776354e-16,1.0
-1.5090424715878982e-16,0.0
9.16506440851626e-16,
-5.157943098939547e-16,
1.000000000000006,
-2.086021620754312e-15,0.0
0.9999999999999978,0.0
-2.726959038955409e-16,
-4.2786998004718216e-16,1.0
-7.954635695337073e-16,0.0
3.3312433196260297e-15,
0.9999999999999971,0.0
4.642993093693059e-16,
3.4321249998934866e-16,
-1.8853853066301705e-16,1.0
0.9999999999999991,
0.9999999999999967,
-3.259774280328699e-16,0.0
0.9999999999999987,
0.9999999999999987,
-1.3947585157858964e-15,
-5.636977815483735e-16,
-8.787340626292032e-18,0.0
-5.087921029926927e-17,0.0
2.8411971710092554e-16,
1.9248850634769428e-16,
8.920840915340759e-16,0.0
0.9999999999999993,0.0
0.999999999999998,
-4.1525802510249663e-16,
0.999999999999998,
-2.0283590508723996e-15,
-7.089794724752499e-16,
-3.4722695198654156e-16,0.0
0.9999999999999982,0.0
0.9999999999999967,
1.1105995159702378e-15,1.0
-1.4188691594678738e-15,0.0
6.383547105457582e-16,1.0
1.407766434603843e-15,1.0
0.9999999999999998,
-7.334686777988255e-16,
1.323635931951818e-15,
4.840186359812662e-16,0.0
-1.2529996274815857e-16,
1.1013930720670875e-15,1.0
-1.6616009014449832e-16,
3.7425428460933334e-16,
2.9184933609265866e-16,
1.6329622343597329e-15,0.0
1.0000000000000009,
0.9999999999999993,
0.9999999999999973,
4.498486911890708e-16,1.0
-1.5454181061883682e-15,
